dbn,category,open_year,borough,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,overview,address,website,activities,sports,postcode,lat,lon,diversity_index,number_of_activities,number_of_sports,student_trust_score,crime_rate,avg_rent_per_sqft,rent_level
02M439,High school,1996,Manhattan,Chelsea-Union Sq,M,2,Manhattan Village Academy,2018,452,60.2,39.8,8.8,14.2,63.5,4.6,8.8,15.7,2.0,76.8,167.0,98.01,1.77,0.0,523.0,99.81,0.0,"Our mission is to prepare our students to have access to the best colleges, universities, and careers in the country through a disciplined education in the liberal arts, math, and sciences. All incoming 9th graders and 10th grade transfer students are strongly advised to attend the Critical Thinking Academy in July.",43 West 22nd Street,schools.nyc.gov/SchoolPortals/02/M439,"Art, Book, Chess, MVA Band, MVA Senior Class Fundraising Committee, National Honor Society, PM School & Saturday Academy, Recycling/Environmental, Spirit Week, Student Council, Talent Show, Tour Guiding, Yearbook","Boys and Girls Basketball, Boys Soccer, Girls Cheerleading, Girls Softball, Girls Step",10010,40.741963,-73.991966,55.9007,13,5,6.04,116.1780589202105,46.30166666666666,3.0
02M449,High school,1999,Manhattan,Lenox Hill,M,2,Vanguard High School,2018,427,51.5,48.5,5.6,25.1,58.3,4.2,6.800000000000002,24.8,3.0,72.6,168.0,87.23,12.53,0.0,546.0,77.66,12.82,"Vanguard High School offers a challenging college preparatory program in a close-knit and nurturing environment. Access to technology, arts, extracurricular activities, and travel opportunities through our partnerships enable our students to develop as analytical, articulate, and reflective citizens who care about and engage with the world around them to make positive change. We support our students in pursuing internships and connect them to mentors, opportunities, and programs and start yearly college exploration in ninth grade. At Vanguard, you will develop your own perspective, connect with a diverse group of peers, and express yourself in a safe and welcoming environment where you are known and cared about and your voice is valued.",317 East 67th Street,vanguardnyc.net,"Big Sisters/Little Sisters, Chess Club, Film Club, Fit &Fly at New York Sports Club, Girls Who Code, Glee Club, International Day, Leadership and PE Programs at Vanderbilt YMCA, Lincoln Center Theater, Mouse Squad, Rainbow Vibe Gender Sexuality Alliance (GSA), StepUp Girls Mentoring, Talent Show, Tutors and Counseling at Liberty Partnership-Hunter College, Upward Bound, Vanguard Movement Dance Company, Vanguard Student Government, Yearbook, Young Men's Group, and other clubs students create!",Not specified,10065,40.765638,-73.959777,58.75860000000001,20,0,8.18,116.1780589202105,32.8710606060606,3.0
02M459,High school,1996,Manhattan,Lenox Hill,M,2,Manhattan International High School,2018,313,45.0,55.00000000000001,14.400000000000002,15.0,50.8,0.3,19.5,1.6,71.6,70.6,168.0,87.79,12.21,0.0,373.0,80.7,7.51,We serve recent immigrant students who are new learners of English. Our staff creates challenging academic curricula designed to teach our students English and provide them with the academic skills and knowledge necessary for success in careers and higher education. Our small community of learners works collaboratively on a wide variety of hands-on projects in all content areas in order to support one another's linguistic and academic growth.,317 East 67th Street,mihsnyc.org,Not specified,Intramural Sports,10065,40.765638,-73.959777,66.0666,0,1,8.82,116.1780589202105,32.8710606060606,3.0
02M475,High school,1996,Manhattan,Lower Manhattan,M,2,Stuyvesant High School,2018,3316,42.7,57.3,73.1,0.9000000000000001,3.0,4.1,18.8,0.5,0.0,41.7,167.0,96.92,3.02,0.0,4114.0,98.64,0.22,"Stuyvesant High School's mission is to provide students with a rigorous curriculum that nurtures and rewards their intellectual curiosity. Although Stuyvesant is historically recognized for its strengths in math, science, and technology instruction, the school also has a dynamic and diverse humanities program, as well as unique educational opportunities outside the classroom.",345 Chambers Street,stuy.edu,"Annual Concerts, ARISTA Honors Society, Big Sibs, Chess, Dances, Dramas, JSA, Math Team, Model UN, Musicals, Robotics, Science Olympiad, Speech and Debate, Student Union, Theater Productions; as well as over 190 student-run clubs, 42 PSAL sports teams and several student publications.",Not specified,10282,40.718025,-74.013921,42.763299999999994,16,0,8.0,116.1780589202105,18.560000000000002,1.0
02M489,High school,1996,Manhattan,Lower Manhattan,M,2,High School of Economics and Finance,2018,741,41.6,58.4,21.7,24.4,44.0,1.9,8.0,18.9,5.9,75.7,167.0,89.96,10.04,0.0,832.0,89.54,3.97,"We offer a challenging academic program with additional requirements, including a senior research thesis and a four-year program of coursework in economics and finance. Students also complete internships with major financial companies. Our diverse, welcoming community extends beyond our school doors to include corporate partners from the surrounding Wall Street area. A full-time college counseling staff coordinates the college admissions process. Students find enrichment in our various athletic, artistic, civic, and cultural programs and our state-of-the-art library and technology center.",100 Trinity Place,ecoandfin.org,"Art, Arts & Dance Festival and Talent Show, Big Brothers Big Sisters, Career Day, Chess, Community Service Interest Club, Dance Club, Drama, Euro Challenge, Fashion Show, Fed Challenge, Gay/Straight Alliance, Global Glimpse, Islands of Tolerance, Literary Magazine, Model UN, Music, National Honor Society, SPARK Youth Leadership, Stock Market Game, Student Government, Theater Arts, Tutoring, Video Gaming Club, Weight Lifting Club, Yearbook, Yoga, Young Professionals Mentoring Program (YPMP)","Dance, Fitness, Soccer, Volleyball, Weightlifting, Yoga",10006,40.70927,-74.012328,69.3014,28,6,6.44,116.1780589202105,,0.0
02M500,High school,1996,Manhattan,Murray Hill-Kips Bay,M,2,Unity Center for Urban Technologies,2018,278,31.7,68.3,8.3,25.2,60.4,1.4,4.7,24.1,6.800000000000002,91.4,168.0,80.81,18.82,0.0,350.0,83.71,10.0,"We take pride in our nurturing environment where all students can reach their fullest potential. We stress student-teacher connection to provide guidance and support to all of our students. Our young people develop and enhance their skills at their own pace. Students are engaged in a challenging Common Core Learning Standards-aligned academic program that prepares them for higher education programs and achieving their career goals. We examine all assessment data in order to develop alternative academic programs to strengthen student performance. We utilize differentiated instruction and technology to deliver a diversified curriculum, as well as to offer enrichment programs that promote creativity and student engagement.",111 East 33rd Street,schools.nyc.gov/SchoolPortals/02/M500,"After-School Tutoring, Chess Club, Dance, Engineering and Robotics Club, Film, Homework Help, Mindfulness Yoga, Photography, Saturday Academy, School Newspaper, Student Council, Unity Stars Talent","Baseball, Basketball, Fitness, Soccer, Volleyball",10016,,-73.98106999999997,56.238600000000005,12,5,7.9,116.1780589202105,46.38333333333333,3.0
02M507,High school,2011,Manhattan,Clinton,M,2,Urban Assembly Gateway School for Technology,2018,456,19.7,80.3,7.000000000000001,28.5,53.7,4.8,5.9,21.7,3.5000000000000004,57.2,167.0,92.51,7.49,0.0,531.0,92.47,3.95,"Our mission is to engage students through inventive problem-solving that integrates innovative technology with the habits of mind that prepare them for college, careers, and life. Graduates will be college and career-ready, prepared in digital animation & design, information technology & systems, or software engineering. Students will engage in other technologies, including film making/editing, audio production, engineering, gaming, software design, and robotics. Creative and connected teaching and learning with our award-winning staff takes place in a technology-rich environment with fully operational tech labs, and laptops available during & after school. Our campus also has a new media center/library that includes additional resources.",439 West 49th Street,uagateway.org,"Anime, Book Club, Big Brothers Big Sisters, Board Game Club, Chess, Creative Writing, Drama, eSports, Gamer Haven, GCSA, Gender-Sexuality Alliance, Girls Empowerment, Intramural Sports, JROTC, Martial Arts, Media Crew, Media Production, Men of Strength, MOTH StorySlam, MOUSE Squad, Movie Club, Music Club, National Honor Society, Peer Mediation, Photography, Regents Prep, Robotics, Saturday Math Academy, ScriptEd, Senior Committee, SEO Scholars, Student Government, Teen Battle Chef, Yearbook","Cheerleading, Flag Football, Handball, Martial Arts, Ping Pong, Running, Skateboarding, Soccer, Tennis, Weight Training",10019,40.763655,-73.990318,61.9721,34,10,7.98,116.1780589202105,34.01026041666667,3.0
02M519,High school,1996,Manhattan,Lenox Hill,M,2,Talent Unlimited High School,2018,518,78.8,21.2,3.5000000000000004,29.3,43.2,11.8,12.2,15.4,1.0,56.00000000000001,167.0,90.98,8.82,0.0,608.0,98.36,1.32,"We celebrate the connection between performing and liberal arts, challenging our students with a rigorous student-centered curriculum. Every student completes two course sequences all four years: the Performing Arts sequence prepare them for a conservatory or BFA program; the Liberal Arts sequence simultaneously prepares them for a traditional college or university. The balance of the two supports all students to become life-long artists whether or not they pursue a career in the performing arts. Our learning community is located one block from our CUNY partner Hunter College in the Upper East Side and is comprised of diverse families from all five boroughs in an inclusive, caring environment that fosters individuality and expression.",317 East 67th Street,tuhs.nyc,"Acapella, Art, Cabaret, Chamber Music, Debate, Film, Gospel Choir, Hip-Hop, Journalism, Lend-A-Hand, Poetry, Safe Space, Step, Student Government, Tech Crew, Whistle, Yearbook",Not specified,10065,40.765638,-73.959777,69.74940000000001,17,0,5.68,116.1780589202105,32.8710606060606,3.0
02M520,High school,1975,Manhattan,Chinatown,M,2,Murry Bergtraum High School for Business Careers,2018,182,54.40000000000001,45.6,4.4,50.5,40.1,3.3000000000000003,1.6,23.6,6.0,76.9,168.0,76.92,21.3,1.78,657.0,64.54,23.44,"The mission of Murry Bergtraum (MBHS) is to equip our students with the skills and knowledge to enter and succeed in post-secondary institutions. The Ninth Grade Academy provides the academic support, skills, and resources in a small nurturing environment needed for students to graduate in four years. As students progress, internships and mentoring opportunities support our academic goals with real-world experiences. The Blazer Early College Preparatory Academy, a STEM program, emphasizes analytical and critical-thinking skills through an early reinforcement of college learning across a rigorous curriculum. Relationships established with our corporate and academic partners are at the foundation of our program.",411 Pearl Street,schools.nyc.gov/SchoolPortals/02/M520,"Chess, Dance, Gay-Straight Alliance, Mock Trial, Moot Court, Music Club, Robotics, Student Government",Not specified,10038,40.711441,-74.000851,58.0893,8,0,4.96,116.1780589202105,35.376666666666665,3.0
02M529,High school,1996,Manhattan,Midtown,M,2,Jacqueline Kennedy Onassis High School,2018,443,54.2,45.8,6.3,23.7,65.2,1.4,3.4000000000000004,20.1,9.0,76.7,167.0,78.3,21.23,0.47,724.0,69.89,8.7,"Our students actively participate in the curriculum and school activities and are programmed based on their needs & interests. JKO is a school of International Business Studies; all students complete eight credits in Business. Virtual Enterprise (VE), Hospitality & Tourism and Accounting are the core areas of study. We have developed strong relationships with various partners, including Viacom, Roundabout Theatre, and El Museo Del Barrio. We believe in educating the whole child; we take advantage of our prime location. All incoming freshmen are expected to take two Advanced Placement (AP) courses prior to graduation in the four-year cycle; coupled with our anticipated CTE approval, we are structured to ensure college and career success.",120 West 46th Street,schools.nyc.gov/SchoolPortals/02/M529,"Big Brother/Big Sisters, Computer Web Team, Dance, Debate, ELL Club, Film Club, JKO Leaders Club, Morgan Stanley Mentoring Program, National Honor Society, Peer Tutors, Ping Pong Club, Smash Arts Productions, Step Team, Student Government, Teen Choice Peer Leaders",Boys Basketball,10036,40.75762,-73.98346,51.3406,15,1,4.66,116.1780589202105,39.115138888888886,3.0
02M531,High school,1996,Manhattan,Midtown,M,2,Repertory Company High School for Theatre Arts,2018,237,81.0,19.0,0.8,28.7,45.1,11.0,14.3,16.9,0.4,67.5,167.0,91.1,8.47,0.0,293.0,97.27,0.68,"We offer a college-preparatory program and New York City's only comprehensive three-part theater arts sequence, where students hone their skills in music, dance, and acting. Students completing our program graduate with an Advanced Regents diploma with an Arts Endorsement in Theater. Our location in Times Square supports our school's focus. Our small size offers students an intimate environment to explore all aspects of theater from production to performance. Students participate in numerous class-based productions over the course of each year, and also have the opportunity to participate in our mainstage musical and straight play productions. Our balance of arts and academics allows our graduates to pursue a multitude of post-secondary paths.",123 West 43rd Street,repertorycompanyhs.org,"A Cappella Chorus, Advanced Dance, Annual Musical Production, Annual Play Production, August Wilson Monologue Competition, Community Service Club, Electronic Music Production, Gay-Straight Alliance, Hip Hop Dance Crew, International Thespian Society, Literary Magazine, National Honor Society, NYPD Explorers, Peer Mediation, Poetry Club, Rock Band, Saturday Academy, Schoolwide Assembly Performances, Shakespeare Society Competition, Student Council, Tech Crew, Yearbook",Not specified,10036,40.756089,-73.984381,68.1617,22,0,6.28,116.1780589202105,39.115138888888886,3.0
02M533,High school,2012,Manhattan,Gramercy,M,2,Union Square Academy for Health Sciences,2018,414,66.4,33.6,11.8,20.0,59.7,2.4,6.0,15.5,7.5,83.1,167.0,88.21,11.79,0.0,455.0,88.35,4.18,"This is a small CTE high school with big dreams of helping students prepare for health careers not only in pharmacy and dentistry, but also in many other science, technology, engineering, and math (STEM) areas. The focus on STEM helps students market their skills in the growing job industries. Our unique project-based instructional approach uses activities that engage students' interest and motivation as they solve problems using an inquiry approach. These activities are designed to answer a question or solve a problem and generally reflect the types of learning and work people do in the everyday world outside the classroom.",40 Irving Place,unionsquareacademy.org,"USA clubs offered: Basketball, Chess, Cooking, Cultural Connections, Gaming, Key Club, Music/Performing Arts, Robotics, Step Team, Website Club","Baseball, Basketball, Handball, Soccer, Softball, Step Team, Volleyball",10003,40.735361,-73.987064,58.549099999999996,10,7,7.3,116.1780589202105,45.66458333333333,3.0
02M534,High school,2012,Manhattan,West Village,M,2,Harvest Collegiate High School,2018,457,58.6,41.4,6.6000000000000005,21.0,49.9,4.2,18.4,25.2,2.4,67.2,168.0,86.41,13.59,0.0,545.0,89.72,2.94,"The Harvest Collegiate School offers a rich and challenging intellectual education that engages students in the natural process of experience, questioning, the pursuit of precision, and reflection-how people really learn. We believe in cultivating students' power to produce and reflect, rather than simply consume, as a fundamental way of being in the world. We aspire to being and contributing creatively to a 'sane society,' one of peace, growth, and joy. We believe all young people flourish in conditions that challenge and support. We prepare students for success in college and for participatory leadership that promotes values of active responsibility for mankind and our world.",34 West 14th Street,harvestcollegiate.org,Not specified,Not specified,10011,40.736416,-73.995731,66.6923,0,0,8.26,116.1780589202105,45.59015740740741,3.0
02M542,High school,2003,Manhattan,Clinton,M,2,Manhattan Bridges High School,2018,532,52.6,47.4,0.2,0.4,98.9,0.4,0.2,7.3,46.4,87.0,167.0,90.68,9.32,0.0,602.0,93.69,2.49,"We are a college prep school founded on the belief that mastery of communication skills in both English and a students' home language is key to realizing a student's potential in a multicultural society. We are committed to assisting students in maintaining the richness of their home language and culture and celebrating their individual differences, while providing them with a sense of place in their community and society as a whole. Our mission is to ensure that students develop the bilingual speaking, reading, writing, and listening skills designed to prepare them for higher education and the work force.",525 West 50th Street,schools.nyc.gov/SchoolPortals/02/M542,"Art, Book, Chess, Creative Writing, Dance, Digital Video, Guitar, Hydroponics and Aquaponics Internships, Mentoring, MOUSE Squad, Music, NASA Summer Internship, NYPD Explorer Program, Piano, Programming & Coding, Raices Latinas, Revolution SAT Prep, Robotics, School Newspaper, Singing, Spoken Word, Student Government, Theater Arts, The Cooper Union Saturday Program, Yearbook, Yoga","Running Club, Workout Club",10019,,,2.183899999999972,26,2,8.04,116.1780589202105,34.01026041666667,3.0
02M543,High school,2003,Manhattan,Chinatown,M,2,New Design High School,2018,426,58.9,41.1,5.2,34.0,57.49999999999999,1.6,1.6,25.8,5.4,77.5,167.0,82.78,16.99,0.0,424.0,87.74,3.54,"New Design High School (NDHS) was founded with an innovative spirit and the task of providing our students with an academically vigorous environment that is also focused on students' social and emotional development. The school's academic program, design classes, and Design for Life program are focused on empowering students with the skills, tools, and capacities to be successful in their college, career, and happiness pursuits. We exist to create passionate and purposeful students who thrive in all aspects of their lives.",350 Grand Street,newdesignhigh.com,"Basketball, Cheerleading, Cooking Club, Gents, Governor's Committee on Scholastic Achievement (GCSA) Internship at Google, Hiking Club, Office Hours, SAT Prep, Sisterhood, Youth Empowerment Leadership for Boys and Girls; Urban Arts Partnership programs in Art, Media, Music Production, Theater, Playwriting, Poetry, Photography",Basketball,10002,40.717329,-73.989329,55.0559,16,1,7.24,116.1780589202105,30.037656249999998,3.0
02M544,High school,2003,Manhattan,Clinton,M,2,Independence High School,2018,319,51.4,48.6,1.3,29.5,62.7,0.9000000000000001,5.6,25.7,7.5,86.8,167.0,53.31,46.32,0.0,731.0,30.92,26.27,"Independence High School embraces teaching and learning in a small, caring environment with high academic standards. We offer a multicultural, interdisciplinary curriculum with an infusion of arts and technology. Every student receives personalized counseling, with an advisor who helps them achieve goals and set post-secondary plans. Our community is actively engaged in helping students maintain academic excellence, foster self-esteem, and make healthy decisions. We nurture a passion for learning and problem-solving using Restorative Practices in an environment built on high accountability and support. Families maintain a high level of engagement with the school. Students participate in assemblies, college visits, and career fairs.",850 10th Avenue,schools.nyc.gov/schoolportals/02/M544,"Senior Internships, Student Activities organized by the Coordinator of Student Affairs (COSA)",Not specified,10019,40.76784,-73.98861,51.646,2,0,7.4399999999999995,116.1780589202105,34.01026041666667,3.0
02M545,High school,2003,Manhattan,Chinatown,M,2,High School for Dual Language and Asian Studies,2018,402,59.5,40.5,91.0,2.2,3.5000000000000004,1.0,2.2,3.2,13.4,88.6,167.0,98.25,1.5,0.0,506.0,99.41,0.0,"At our school, Chinese (Mandarin) speaking English Language Learners and English proficient students learn both languages while preparing for college and careers. We have a challenging curriculum that includes enriched math and science courses and opportunities to participate in a variety of Advanced Placement (AP) classes by 11th grade. Asia-related topics are woven into all subject areas. Dual Language students are expected to exceed city and state standards and demonstrate cross-cultural behavior. English proficient students and English Language Learners learn together in both languages. All students are expected to comprehend, speak, read, and write in English and Chinese by the time they graduate.",350 Grand Street,schools.nyc.gov/SchoolPortals/02/M545,"Academic Enrichment, Art, Badminton Club, Chinese Culture and Enrichment, College Prep, Gallery Exhibits, Kaplan SAT Prep, Lion Dance, Math Research, Math Team, Peer Tutoring, Ping Pong Club, PM School, Saturday ESL Classes, Taekwondo Classes","Badminton, Ping-Pong, Saturday Fitness, Swimming, Team Sports, Taekwondo",10002,40.717329,-73.989329,16.960699999999996,15,6,8.02,116.1780589202105,30.037656249999998,3.0
02M546,High school,2012,Manhattan,Gramercy,M,2,Academy for Software Engineering,2018,459,19.6,80.4,9.6,20.3,55.8,3.9,10.5,25.3,4.1,67.3,167.0,89.43,10.35,0.0,557.0,89.05,3.77,"Our CTE school prepares students to design and create the next generation of software and applications. Partnering directly with NYC's technology and entrepreneurial community, students learn advanced computing skills to foster innovations in the arts, sciences, and business. Academically challenging classes coupled with individualized academic support, problem-solving learning experiences, and career mentoring ensure every student's personalized pathway to college, career, and life. Our students represent tomorrow's inquisitive problem-solvers, collaborative leaders, and innovative entrepreneurs-the young people who dare to dream that anything is possible through software, design, technology, and the human spirit.",40 Irving Place,afsenyc.org,"Community Service, Drama, Entrepreneur/Start-up Workshops, Gaming, National Honor Society, Programming and Software Development, Robotics, SAT Prep, Science Olympics, Student Government",Not specified,10003,40.735361,-73.987064,62.56650000000001,10,0,7.62,116.1780589202105,45.66458333333333,3.0
02M551,High school,2010,Manhattan,Governors Island,M,2,Urban Assembly New York Harbor School,2018,533,34.7,65.3,7.5,17.6,40.2,7.9,26.8,22.7,2.1,54.6,168.0,88.91,10.52,0.57,462.0,87.01,5.41,"Urban Assembly New York Harbor School focuses on marine science, marine technology, and marine policy. We believe in learning by doing. Students should expect to spend time outdoors in sites all over New York Harbor in all seasons. With our partners, including the Billion Oyster Project, we work to develop authentic activities on, around, and related to the water that create a sense of responsibility to New York Harbor and develop a new generation of maritime advocates, enthusiasts, workers, and decision-makers. New York Harbor School's location on Governors Island is easily accessible from Lower Manhattan via the Governors Island ferry.",10 South Street Slip 7,newyorkharborschool.org,"Boat Building, Chess Club, Film Club, Garden Club, Gay Straight Alliance, Harbor Corps, Harbor Seals, Music Club, Spirit Team, Student Council, Waterfront Club, Welding, Yearbook, Young Women's Leadership Club","Basketball, Fishing, Rowing, Sailing, Swimming, Soccer",10004,40.689493,-74.018941,72.373,14,6,7.039999999999999,116.1780589202105,14.65,1.0
02M580,High school,1996,Manhattan,Lower Manhattan,M,2,Richard R. Green High School of Teaching,2018,429,66.9,33.1,6.3,27.3,57.60000000000001,5.6,3.3000000000000003,19.1,4.2,82.1,167.0,90.48,9.29,0.0,566.0,75.62,15.19,"Our school is located in a historic building overlooking Bowling Green, Battery Park, and New York Harbor. Students enroll in either the Teaching Academy or the Liberal Arts Academy. Our Teaching Academy develops students with a lasting commitment to education who participate in offsite internships in neighboring schools. Our Liberal Arts Academy develops students as mentors, and offers a range of engaging electives that build transferrable skills. The school has a rich array of college preparatory programs.",7 Beaver Street,schools.nyc.gov/SchoolPortals/02/M580,"Anti-Defamation League Peer Leaders (ADL), Book Club, Dance, Cheerleading, Chorus, College for Every Student (CFES), College Mentoring for Access and Persistence (MAP), The Dream Team, The Future Project Coffeehouse, Future Teachers Club, Mural Club, New York Cares, Peer Mediation Center, Peer Tutoring, Photography, Senior Activities, Student Government Organization, Yearbook",Not specified,10004,40.705688,-74.01330300000002,58.55009999999999,18,0,7.4,116.1780589202105,14.65,1.0
02M600,High school,1940,Manhattan,Chelsea-Union Sq,M,2,The High School of Fashion Industries,2018,1577,91.5,8.5,5.4,31.1,56.39999999999999,1.8000000000000005,5.3,16.8,3.2,80.8,167.0,90.42,9.51,0.0,1982.0,95.26,1.82,"HSFI has it all-rigorous academic classes; cutting edge programs in Fashion Design, Business, & the Arts; and a multi-million dollar school-based health center where students receive free medical and dental care. HSFI excels at guiding students through the college application and financial aid process with College application classes, a full-time College Counselor, Student Youth Leaders trained as peer college counselors, and Bridge Coaches who are HSFI grads enrolled in college who support students throughout their senior year and the summer before they enter college. Through our corporate Advisory Board and partnerships, HSFI provides students with hands-on experience in the fashion, business, design, and cultural center of the world.",225 West 24th Street,fashionhighschool.net,"HSFI wants every student to feel connected! Here's a sample of some of our EVENTS: Variety Show, SING where students produce & perform in a musical. TEAMS: 14 Varsity Sports, Dance, Latin Groove, Step. CLUBS: Accessories, Animal Welfare, Anime, Book Club, Coding/Programming, Cooking, Crochet, Fashion Cares Service-Learning, Gaming, Film, K-Pop, Math, Newspaper and Literary Magazine, Photography, Physics, Styling, UNICEF. Don't see one you like? Start your own and we'll support you.","HSFI has 14 competitive sports teams. Girls Teams: Basketball, Volleyball (Varsity & Junior Varsity), Softball, Cross Country Track, Indoor Track, Outdoor Track, Bowling and Badminton. Boys Teams: Basketball, Volleyball, Bowling and Badminton. Coed: Stunts.",10011,40.745677,-73.996354,57.9134,21,9,7.7,116.1780589202105,45.59015740740741,3.0
02M605,High school,1997,Manhattan,Chelsea-Union Sq,M,2,Humanities Preparatory Academy,2018,245,53.5,46.5,6.1,21.6,62.0,2.9,7.3,20.4,3.3000000000000003,79.6,168.0,83.9,15.68,0.0,254.0,85.43,4.33,"We provide a diverse student body with a personalized education that emphasizes participatory democracy, inquiry-based learning, performance-based assessment, and community service. As part of our mission and commitment to diversity, we accept both incoming ninth graders and transfer students who are seeking an alternative, more individualized educational setting.",351 West 18th Street,humanitiesprep.org,"Band, Chess Club, Community of Unity Boy's and Girl's Empowerment Groups, Fairness Committee Restorative Justice Program, Film and Photography, Girl Be Heard Theater Program, Global Kids Civics Program, LGBTQ Student Group, Music Lessons, Poetry and Spoken Word Club, Robotics Team, Sailing and Boat Building, Soccer Club, Student Council",Soccer,10011,40.7434,-74.00254,55.905300000000004,14,1,9.66,116.1780589202105,45.59015740740741,3.0
02M615,High school,1905,Manhattan,SoHo-Tribeca,M,2,Chelsea Career and Technical Education High School,2018,451,26.200000000000006,73.8,13.5,20.4,60.8,1.8000000000000005,3.5000000000000004,20.6,4.0,78.0,167.0,85.81,14.19,0.0,466.0,82.4,10.73,"Chelsea Career and Technical Education High School offers three CTE programs in Graphic Design, Computer Installation and Repair, and CISCO Networking. Chelsea also offers several Advanced Placement courses and an opportunity for all students to graduate with an Advanced Regents Diploma and industry certification.",131 Avenue Of The Americas,chelseahs.org,"AP Prep, Art, Drama, Mentoring, E-Blast, National Honor Society, SAT Prep, Student Government, Yearbook",Not specified,10013,40.72463,-74.00505799999998,56.8946,9,0,5.36,116.1780589202105,27.43321428571429,2.0
02M630,High school,1960,Manhattan,E. Midtown,M,2,Art and Design High School,2018,1478,66.1,33.9,8.5,14.800000000000002,53.90000000000001,5.5,17.3,21.2,0.8,55.50000000000001,167.0,89.57,10.36,0.0,1729.0,88.32,5.49,"Art & Design prepares students for careers in the arts. Our CTE programs include Film/Video, Photography, Animation, Architectural and Graphic Design, Illustration, Fashion, and Cartooning. Our instruction positions students for acclaimed awards and scholarships and facilitates entry into choice colleges. Teachers develop curriculum collaboratively with industry partners and colleagues in higher education. Students learn Adobe Suite and AutoCAD programs required for their field of study and achieve certification. We offer advanced placement and College Now courses. Our internships enable students to explore art careers. Our mission is to prepare students for college and career readiness through hands-on studio work and challenging academics.",231-249 East 56th Street,artanddesignhs.org,"Clubs: 3D Printing/Sculpture, Animation, Art & Design Newscast, Calisthenics, Chess, Claymation, Drama, Dungeons & Dragons, Fashion Design, Game Design, Gay-Straight Alliance, Girls Soccer, International Travel, Literacy Arts Journal, Murals, NHS, Newscast Student Exhibitions in Kenny Gallery, Newspaper, Painting, Sewing, Yearbook. Tutoring before and after school in core academic subjects. School-Wide: Draw-A-Thon, Fashion Show, Film Festival, Spring Arts Festival","Aerobic Training, Basketball, Intramural Sports, Nautilus Training, Spinning, Volleyball, Weight Training; Student-Faculty Games",10019,40.759248,-73.96720400000002,64.73959999999998,24,7,4.36,116.1780589202105,34.01026041666667,3.0
02M655,Secondary School,1999,Manhattan,Yorkville,M,2,Life Sciences Secondary School,2018,425,50.1,49.9,7.1,25.6,61.9,1.6,3.8,21.6,10.4,78.8,168.0,77.51,21.77,0.48,599.0,75.63,9.35,"At Life Sciences Secondary School, we provide an innovative and rigorous academic curriculum that facilitates the development of critical-thinking skills through project-based learning across all subject areas. Our students also have the opportunity to participate in a variety of elective courses, Advanced Placement courses, extracurricular activities, and athletic programs that allow them to pursue their passions. Students have opportunities to participate in internships in the science field and take College Now courses at Hunter College. We nurture a safe environment where students know that they are capable of growing and improving. Our commitment is to prepare every student for high school, college, careers, and beyond.",320 East 96th Street,schools.nyc.gov/SchoolPortals/02/M655,"Aim High Empowerment Institute, Arista, Art Club, Band, Cheerleading, Chess Club, Chorus, Computer Club, Gay-Straight Alliance, Fitness, Gardening, Kaplan SAT Prep, Library Squad, Model UN, Music Journalism, Natural Hair Club, Peer Mentoring, Peer Tutoring, Photography Club, Principal's Advisory Council, Restorative Circles, School Newspaper, Science Club, Step Team, Student Government, Urban Investigations, Yearbook, Young Women's Empowerment Experience",Not specified,10128,40.783286,-73.945933,54.456199999999995,28,0,,116.1780589202105,42.265277777777776,3.0
03M291,Secondary School,2015,Manhattan,Lincoln Square,M,3,West End Secondary School,2018,432,55.60000000000001,44.4,7.200000000000001,6.5,19.0,3.7000000000000006,63.7,21.5,0.5,17.6,179.0,94.66,3.71,1.39,,,,"We promote and support scholarly endeavors through a rich and varied curriculum, emphasizing our core values of creativity, compassion, wonder, and resilience. Through an interdisciplinary approach, utilizing New York City as a learning lab, students experience rigorous coursework through authentic expeditions, which culminate in public presentations of learning. Expeditions engage students in case studies that examine and analyze compelling topics from a variety of perspectives. All students work towards achieving an Advance Regents diploma and have the opportunity to take several Advanced Placement courses. WESS offers extensive opportunities to participate in sports, clubs, course-related travel, and service learning.",227-243 West 61st Street,westendsecondary.com,Not specified,Not specified,10023,40.772608,-73.988338,54.735299999999995,0,0,8.5,44.673325119410656,35.857000000000006,3.0
