dbn,category,open_year,borough,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,mean_score_math,mean_score_ela,overview,address,website,schoolday_duration,uniform,extendedday,summersession,weekendprogram,electiveclasses,activities,othersports,postcode,lat,lon,pupil_teacher_ratio
03M860,Secondary School,2001,Manhattan,Central Harlem South,M,3,Frederick Douglass Academy II Secondary School,2018,362,38.4,61.6,2.2,61.6,32.0,2.2,1.9,25.4,10.2,82.3,179.0,78.59,15.49,5.63,194.2,201.45,"Frederick Douglass Academy II is dedicated to providing young scholars with an excellent academic foundation and personal growth. We have created an inspiring learning environment for young learners. A combination of rigorous academics, dedicated teachers, and community structure ensures that our Middle School scholars will be well prepared for High School and beyond. Additionally, FDA II offers Saturday Academy classes and a Summer Bridge program. Parents appreciate our focus on creating the next generation of society's leaders, who are committed to excellence in character, scholastic achievement, and community service.","215 West 114th Street, Manhattan NY 10026",fda2.org,8:20am-3:36pm,Yes,Yes,Yes–For incoming sixth graders,Yes–Saturday program for academic support and enrichment,"Band, Chess, Chorus, Student Press Initiative",Board Games Club ; Boys and Girls Basketball Team ; Chess Club ; Culinary Arts ; Daily Town Hall Meetings ; FDA II Honor Roll ; Monthly Scholar Celebrations ; Neuberger Berman President's Club ; Peer Mentorship Program ; Robotics ; Spirit Week ; Street Squash ; Yoga,"Flag Football, Squash",10026.0,40.802207,-73.954142,11.5
03M862,Junior High-Intermediate-Middle,2001,Manhattan,Morningside Heights,M,3,Mott Hall II,2018,428,46.3,53.7,2.8,25.7,49.8,5.6,16.1,24.1,3.7000000000000006,64.5,178.0,95.37,4.4,0.0,228.85,249.00000000000003,"We are dedicated to the academic and personal development of our scholars. We offer multiple opportunities for scholars to develop as leaders and to become well-rounded individuals through our various partnerships and programs. Scholars are challenged to question, anticipate, and solve problems. They take responsibility and emerge as lifelong learners and independent thinkers, motivated by the pursuit of academic excellence, cultural experience, and social responsibility.","234 West 109th Street, Manhattan NY 10025",motthall2.org,8:20am-2:40pm,No,Yes–After-School,No,No,"Advisory, America Reads/America Counts, Culture Building Assemblies, Dance, Learning Explorations, Music and the Brain, Specialized High School Prep Classes, Urban Advantage NYC",Brainiacs ; Chess ; Choir ; Competitive Sports ; Cooking ; Fashion ; Girls Who Code ; Girls on the Run ; Graphic Design ; Green Team ; Intramural Sports ; Manhattan School of Music Program ; Math Team ; Model UN ; NY Roadrunners Track ; Performing Arts ; Photography ; Robotics ; Schwartz Science Program ; Studio in a School ; Teatro SEA Drama Program ; The Ivy League Experience ; Tutoring,"Baseball, Basketball, Flag Football, Soccer",10025.0,40.802917,-73.965613,18.8
04M007,K-8,1959,Manhattan,East Harlem,M,4,P.S. 007 Samuel Stern,2018,407,45.5,54.50000000000001,3.7000000000000006,28.999999999999996,62.2,2.7,2.5,27.500000000000004,9.1,92.4,178.0,87.5,12.25,0.0,195.15,212.29999999999998,"At Samuel Stern (P.S. 7), we provide a well-rounded education that supports the growth of all children. In addition to rigorous Common Core-aligned academics, we offer unique learning opportunities through partnerships with outside organizations. Edible Schoolyard NYC enables our students to participate in cooking and gardening courses. Through the use of our garden, students and families even have the opportunity to harvest their own vegetables. We have a top-notch music program, consisting of a concert and jazz band, a dance program created in conjunction with the National Dance Institute, and championship winning sports teams. Our incentives for academic achievement include monthly award ceremonies and special opportunities for study at some of New York City's elite cultural institutions, such as the Metropolitan Museum of Art. Through initiatives like these, we hope to empower students to be agents of change within our school, their East Harlem community, and the entire world.","160 East 120th Street, Manhattan NY 10035",schools.nyc.gov/schoolportals/04/m007,8am-2:20pm,Yes–Official uniform must be purchased,Yes,Yes–Academic support for certain students.,Yes–Saturday program for academic support and enrichment,,Art Club ; Band ; Chess ; Coding Club ; Edible Schoolyard Green House ; Math Club ; School-Wide Art Projects ; Second & Third Grade Swimming Lessons ; Small Group and Individual Instrumental Music Lessons in partnership with The Juilliard School,"Basketball, Football, Softball, Track and Field, Volleyball",10035.0,40.801007,-73.93934899999999,9.6
04M012,K-8,1999,Manhattan,East Harlem,M,4,Tag Young Scholars,2018,601,49.3,50.7,41.3,16.5,15.0,10.1,17.1,4.8,0.8,34.1,178.0,96.81,3.02,0.0,289.45000000000005,286.7,"At the Talented and Gifted School for Young Scholars, faculty, parents, and students work together to prepare students to develop to their full potential. We seek to inspire inquiry, creativity, and achievement for all of our students. We teach compassion, integrity, and respect for all humanity and cultivate lifelong learning. Through this collaborative effort, we promote physical and emotional well-being and develop each student’s individual interests and talents. We provide a strong education program in which all students develop critical- and creative-thinking skills and design meaningful educational experiences to promote academic and personal growth. Our professional and supportive staff is sensitive to the needs of each student, dedicated to providing a quality education, and has a genuine love of children. We engage in ongoing self-evaluation that ensures that we are effectively working to achieve our own goals and those of the Department of Education.","240 East 109th Street, Manhattan NY 10029",tagscholars.com,8:05am-2:25pm,Yes,Yes–After-School,No,No,"Art, Band, Computer Programming","Debate Team ; Field Trips to Museums, Libraries, and Randall's Island ; Latin ; Latin Jazz Ensemble ; Project BOOST ; Robotics","Boys Basketball (club), Volleyball",10029.0,40.79307,-73.94230300000001,25.6
04M057,K-8,1964,Manhattan,East Harlem,M,4,James Weldon Johnson,2018,805,49.7,50.3,4.3,24.3,68.2,1.6,1.5,27.6,11.3,87.6,178.0,90.52,9.36,0.0,187.75,203.25,"We provide a rigorous learning environment that encourages all students to expand their horizons, achieve their dreams, and become lifelong learners. Our students will be prepared academically for Specialized High Schools and Regents exams. The main expectation of James Weldon Johnson Leadership Academy is that every student is high school ready and post-secondary ready. We prepare our students with the tools that they need to achieve this goal by partnering with community based organizations to help develop academic and socio-emotional growth. It is our vision that every child will grow up to be an educated and responsible adult. We expect students, parents, staff, and the community to work collaboratively to help us attain our goal of excellence. James Weldon Johnson Leadership Academy is a screened school that caters to the varied academic needs of all students. Our students follow our core values of ""Respect, Responsibility, and Reflection.""","176 East 115th Street, Manhattan NY 10029",schools.nyc.gov/schoolportals/04/m057,8am-2:20pm,Yes,Yes,Yes,Yes,"Algebra, Ballroom Dancing, Hip Hop, Regents: Living Environment, SEP (Coding), US History, Visual Arts",Breakthrough New York Academic Program ; Chorus ; City Year After-School Program ; Double Dutch ; Drumline (Tiger Band Program) ; Flag Corps Team ; Little Scholars Tutoring Program ; Roads To Success After-School Program,"Basketball, Cheerleading, Softball, Track and Field, Volleyball",10029.0,40.797577000000004,-73.94128,11.9
04M072,K-8,1924,Manhattan,East Harlem,M,4,The Lexington Academy,2018,646,47.4,52.6,2.6,16.1,78.0,0.9000000000000001,2.3,25.900000000000002,10.4,87.6,178.0,89.04,10.65,0.0,188.95,202.1,"Parents appreciate Lexington Academy’s balance between promoting student independence and engaging families in the journey of learning. As a pre-K-8 school, we maintain a connection to families that honors the elementary school years, while supporting students through the independence that comes with adolescence.","131 East 104th Street, Manhattan NY 10029",lexingtonacademy.info,8:55am-3:15pm,Yes,Yes,Yes,Yes,"Music, Performing Arts, Physical Education, Visual Arts",Art Club ; Band ; Basketball ; Brainiacs Program ; Drama Club ; Guitar ; Randall's Island Park Alliance ; Robotics ; Science Club ; Soccer,,10029.0,40.791179,-73.947776,11.6
04M096,K-8,1964,Manhattan,East Harlem,M,4,P.S. 096 Joseph Lanzetta,2018,394,50.3,49.7,2.0,23.6,69.5,2.3,2.5,31.2,21.1,93.7,178.0,90.12,9.88,0.0,182.35,189.25,"Students appreciate our nurturing environment that addresses the needs of the whole student by providing real world experiences through special extracurricular and co-curricular activities, such as peer leadership groups and community service. An open-door policy welcomes parents and students and keeps communication clear in both directions. Parents also appreciate the intensive tutorials that students receive via extended-day, Saturday enrichment, and vacation test preparation courses.","216 East 120th Street, Manhattan NY 10035",ps96school.com,8am-2:20pm,Yes,Yes,Yes,Yes,"Advisory, Dance, Music, Physical Education, Technology, Visual Art",Extended Day Tutoring ; Union Settlement After-School Program,Basketball,10035.0,40.800256,-73.937558,9.7
04M108,K-8,1952,Manhattan,East Harlem,M,4,P.S. 108 Assemblyman Angelo Del Toro Educational C,2018,470,46.0,54.0,3.8,33.2,58.3,1.3,3.4000000000000004,31.3,6.800000000000001,86.4,178.0,88.56,11.44,0.0,188.25,199.55,"Our vision is to create a community of writers who strive for peace, justice, and dignity for all people. Within the walls of 108 School of Authors, we will nurture all students' emotional growth and instill a lifelong desire to learn through supports and high expectations for all. We are committed to delivering an authentic curriculum focused on real-world issues. Through writing, rich discussions, and a whole child approach, we empower our students to become advocates and role models for our community. Students value and appreciate the sense of community and high academic standards that are provided at the School of Authors. All of our middle school students receive an iPad to use for the years they are at the school. All classrooms are also equipped with interactive whiteboards. Students are also provided opportunities to grow socially and emotionally through an advisory program, restorative practices, student-led conferences, student government, and a variety of other programs that give our students a voice. Parents appreciate how our school provides a nurturing and stimulating learning environment that promotes excellence for all students.","1615 Madison Avenue, Manhattan NY 10029",www.108schoolofauthors.org,8:10am-2:30pm,Yes,Yes,Yes–Academic support for certain students.,Yes–Saturday program,"Advisory, Health, iPad for Every Student, Music, Physical Education, Technology, Visual Art",Art ; Band ; Book Clubs ; Boys Basketball ; Chorus ; Community Service ; Cooking ; Double Dutch ; Flag Football ; GOAL Program ; Girls Basketball ; Music ; Robotics ; Soccer ; Step Team ; Student Government ; Technology/Movie Making ; Thurgood Marshall Mock Trial Program ; Urban Advantage ; Digital Storytelling ; Young Runners' Club,"Boys Basketball, Dance, Flag Football, Girls Basketball",10029.0,40.795146,-73.948368,10.4
04M171,K-8,1900,Manhattan,East Harlem,M,4,P.S. 171 Patrick Henry,2018,773,52.900000000000006,47.1,8.8,27.0,57.3,3.0,3.9,20.2,2.7,70.4,178.0,92.46,7.54,0.0,251.25,247.79999999999998,"As a learning community, we believe strongly in providing students with a rigorous and challenging Common Core-aligned curriculum to promote continuous academic achievement while addressing the social and emotional development of each student. We have received numerous awards for excellence on city and state assessments and many of our students are accepted into prestigious specialized and screened high schools. Through grant funding, we have three state-of-the-art science labs, two computer labs, a history/media lab, and a new music lab. Our students benefit from numerous partnerships throughout the city including Verizon Innovative Learning, Urban Advantage, Mount Sinai School of Medicine, Columbia University, New York Cares, Accelerated Reader, Horticultural Society, BEAM (Bridge to Enter Advanced Math), Summer Institutes for Gifted (SIG), Harlem RBI, and Harlem Center. We have been featured in the New York Times, Daily News, Our Town (Upper East Side), insideschools.org, greatschools.org, and dnainfo.com. According to schooldigger.com, our middle school was ranked in the top five percent of all schools in the state of New York this year.","19 East 103rd Street, Manhattan NY 10029",ps171.org,8am-2:20pm,Yes,Yes,Yes–Academic support and enrichment.,No,"Common Core Algebra I, Living Environment Regents Course, Spanish Language Advanced Proficiency",Achieve3000 ; Chorus ; Community Service ; Dances ; Guitar ; Harlem Center After-School Program ; High School and College Bound Field Trips ; Horticulture Program ; Mount Sinai Career Exploration Program ; NY Academy of Medicine Girls Fellowship ; Newspaper ; Science Field Trips ; SHSAT Prep ; Spirit Days ; Student Council ; Student Government ; Talent Shows ; Violin ; Yearbook,"Baseball, Track and Field",10029.0,40.792122,-73.951961,15.3
04M206,K-8,1968,Manhattan,East Harlem,M,4,P.S. 206 Jose Celso Barbosa,2018,477,43.0,56.99999999999999,1.9,24.5,67.3,2.1,4.2,43.6,14.899999999999999,79.7,178.0,91.96,7.84,0.0,192.35,198.55,"At our school, there is a distinct sense of community that students experience and this allows students to have positive relationships with teachers, staff, and administrators. Students appreciate opportunities to participate in creative art activities and community events which include school dances, talent shows, and community service projects. Parents report that academic rigor is present across the school. In addition, parents appreciate the workshops open to them in different academic areas, often in both English and Spanish. Parents value the high level of community involvement and student engagement.","508 East 120th Street, Manhattan NY 10035",schools.nyc.gov/schoolportals/04/m206,8am-2:20pm,Yes,Yes–After-School,Yes,Yes–Saturday program for test prep,,Academic Enrichment Program ; After-School Clubs ; Algebra Before and After School ; Cheerleaders ; City Year (AmeriCorps) ; City Year Homework Help ; Dance and Drama After-School Program ; ELL After-School Program ; Honor Roll ; IDEAS Engineering Club ; Math Competition Club ; Music Program ; Service Learning Program ; Sixth through Eighth Grade Homework Help ; Student of the Month ; Video Conferencing,"Basketball, Cheerleading, Track and Field",10035.0,40.797467,-73.930868,5.6
04M224,Junior High-Intermediate-Middle,2000,Manhattan,East Harlem,M,4,M.S. 224 Manhattan East School for Arts & Academic,2018,185,51.4,48.6,10.8,29.7,44.9,3.8,10.8,28.1,5.4,68.6,178.0,94.12,5.35,0.0,205.95000000000002,228.95000000000002,"The Manhattan East School for Arts & Academics will provide students with a rigorous 21st century liberal arts education in a safe and caring learning environment. Through this approach, we foster high academic expectations, knowledge of the arts, and respect for diversity and for self. Manhattan East is an inclusive, holistically screened school wherein the power and beauty of the whole community supports each student to the highest level of critical and creative thought. At Manhattan East, all students engage in a continuum of rigorous arts and academic courses, culminating in up to three Regents Level High School classes and the opportunity to specialize in an art form of choice. Teaching and learning at Manhattan East is a combination of progressive and traditional practices, with high levels of teacher facilitated student discourse (accountable talk) and a focus on high-school-preparedness and college- and career-readiness.","410 East 100th Street, Manhattan NY 10029",manhattaneastschool.nyc,8am-2:20pm,No,Yes,No,No,"Chorus, Concert Band, Dance, Drama, Jazz Ensemble, Rooftop Gardening with the NY Horticultural Society, Studio Art, Tennis Instruction at John McEnroe's Tennis Center on Randall's Island, Yearbook","Flag Football, Soccer, and Basketball through Asphalt Green ; Global Kids After-School Program ; Nature's Classroom ; Queens College Honor Band ; Rooftop Gardening with the NY Horticultural Society","Basketball, Flag Football, Soccer, Tennis",10029.0,40.785671,-73.942548,12.8
04M372,Secondary School,2008,Manhattan,East Harlem South,M,4,Esperanza Preparatory Academy,2018,569,48.0,52.0,1.9,10.0,86.1,0.4,1.6,24.6,32.5,87.5,179.0,85.54,9.88,4.23,177.89999999999998,188.65000000000003,"Esperanza Preparatory Academy is a sixth through twelfth grade college-preparation school, which develops scholars who respect themselves, their community, and others. Our scholars master academic, social, and communication skills to succeed in college and become active citizens in society. Esperanza Preparatory Academy develops leaders who respect themselves and their community through our core values of perseverance, responsibility, integrity, discipline, and enthusiasm (PRIDE). Technology is utilized in all classes, including PC laptops and MacBooks, iPads, iPad minis, SMART Boards, SMART tablets, SMART response, Elmo, piano keyboards, and content specific software. The Dual Language program develops non-native English speaking students' fluency and literacy in English and their native language. Non-native English speaking students and native English speaking students study in both languages together. All students develop literacy in both languages.","240 East 109th Street, Manhattan NY 10029",epaschool.org,8am-2:20pm,Yes,Yes,Yes–Academic support for certain students.,Yes–Saturday program for test prep,"Art, Film, Health, Keyboarding, Music, Technology",Achieve3000 ; Acuity ; Advisory ; After-School Program ; ASPCA Unleashed ; Assessment and Learning in Knowledge Spaces (ALEKS) ; Chess Club ; Close Reading ; Dance ; Dual Language ; Fashion Club ; Girls on the Run ; Junior Great Books ; Music ; Renaissance/Accelerated Reader ; Roundabout Theatre ; Sixth through Eighth ELA and Math Academics ; Socratic Seminars ; Student Council ; Theater ; Visual Arts ; Yearbook,"Baseball, Flag Football, Track and Field",10029.0,40.79307,-73.94230300000001,11.4
04M377,Junior High-Intermediate-Middle,2008,Manhattan,East Harlem,M,4,Renaissance School of the Arts,2018,168,66.7,33.3,1.2,39.9,55.39999999999999,2.4,1.2,27.399999999999995,7.1,94.6,178.0,91.67,7.74,0.0,198.79999999999998,209.1,"We aim to provide a place where education has no limits and no boundaries. Our programs focus on performing arts, science exploration, and math enrichment. We combine core content instruction with exposure to the arts, including a visiting artist program, providing students with many opportunities for success. During their three years at Renaissance School of the Arts (RSA), students receive intensive training in their chosen arts field. Upon graduation, students are ready to audition for performing arts high schools, and will have a strong foundation in all of the arts. Through our partnerships, the arts are integrated into all academic curricula and culminate in students participating in a professional performance. At RSA, we are passionate about the arts and have designed a program that supports that passion.","319 East 117th Street, Manhattan NY 10035",schools.nyc.gov/schoolportals/04/m377,8:40am-6pm,Yes,Yes–After-School,No,No,"Arts Block (Dance, Music Theater, Band, Art), Rosetta Stone (Multiple Languages)",Anti-Bullying Campaign (ABC) ; Dance Technique ; Extended-Day Literacy and Math Enrichment ; I Will Graduate Mentoring Program ; MSExtra (Extended-Day Arts and Literacy) ; Math Madness (Math Team) ; Music Theater ; Student Government ; Teacher Leader Programs ; Urban Advantage Science Program,"Basketball, Cheerleading, Soccer, Step",10035.0,40.797302,-73.93636500000001,9.8
04M610,Secondary School,1997,Manhattan,East Harlem South,M,4,Young Women's Leadership School,2018,480,100.0,0.0,8.1,25.6,59.0,4.0,3.3000000000000003,18.3,2.3,78.1,179.0,90.61,5.01,4.18,211.75,247.25,"The Young Women's Leadership School of East Harlem (TYWLS) is the first in a national network of excellent all-girls college prep schools. TYWLS nurtures the intellectual curiosity and creativity of young women by supporting the whole girl in order to maximize achievement and well-being. Our school is dedicated to creating a supportive and challenging environment, investing in each girl's potential to achieve in every area including math, science, and technology. Our supportive school culture includes daily advisory, after-school academic tutoring, and regular contact with parents. The Young Women's Leadership Network supports TYWLS with programs to help prepare our students for leadership in their communities. We have a full-time CollegeBound Initiative counselor on staff who guides students and parents through the process of visiting and choosing colleges, applying to college, and applying for financial aid. TYWLS maintains near perfect graduation and college acceptance rates.","105 East 106th Street, New York NY 10029",tywls.org,8:39am-3:06pm,Yes,Yes–After-School,No,No,"Art, Math Workshop, Music, Reading Workshop, Technology","3-D printing ; A Fair Shake Therapy Dog Program ; Community Service ; Debate ; Dreamers Alliance ; Film ; Fitness ; Girls Inc. After-School Program including Homework Help, Dance, Basketball, Yoga, and Poetry ; International Club ; LGBTQ Club ; Orchestra ; Photography ; Science Research Team ; Social Justice Club ; Step ; Student Council","Basketball, Running Club",10029.0,40.792741,-73.947428,15.9
04M825,Junior High-Intermediate-Middle,1999,Manhattan,East Harlem,M,4,Isaac Newton Middle School for Math & Science,2018,240,52.900000000000006,47.1,5.4,21.7,70.4,0.8,1.7000000000000002,29.600000000000005,12.9,88.3,178.0,92.44,7.14,0.0,190.45,216.35,"Isaac Newton Middle School is dedicated to developing mathematically and scientifically knowledgeable students. At INMS, students participate in a sequence of high level, challenging academic coursework and work collaboratively and independently to develop their problem-solving skills. As an Apple ConnectED school, we provide all of our students with access to iPads, AppleTVs, and a variety of applications that promote student thinking and achievement. City Year Corps Members and Citizen Schools Teaching Fellows push into classrooms to assist with small group instruction, tutoring and enrichment opportunities. While we value mathematics and science, we also provide students with access to the arts (theater & art) and enrichment opportunities (photography, gardening, financial literacy, robotics, etc.) during our after-school program. All of our eighth graders are required to take Regents examinations.","260 Pleasant Avenue, Manhattan NY 10029",blackbinder.com,8:20am-2:40pm,Yes,Yes–After-School,No,No,"Fine Arts, Foreign Languages, Specialized High School Preparation Class, Technology, Theater",Coding ; Cooking ; Drumming ; Gardening ; Healthy Living ; Peer Leaders ; Robotics ; Video Production ; Web Design,"Basketball, Cheerleading, Soccer, Track and Field",10029.0,40.793856,-73.934028,13.6
04M964,K-8,1999,Manhattan,East Harlem,M,4,Central Park East II,2018,483,49.5,50.5,5.4,31.900000000000002,40.8,7.200000000000001,14.7,25.5,3.1,51.300000000000004,177.0,92.12,7.68,0.0,211.4,221.75,"Central Park East II (CPE II) is a collaborative community where staff, parents, and students work together to create a safe, caring, academically rigorous, and joyful school environment. Our small size allows us to know each child and family well. CPE II provides an enriched education to all students. Students at CPE II receive instruction in the arts, including visual arts, music, movement, and dance. We will continue to give students the foundational skills, understandings, and habits of mind that will help them in becoming thoughtful readers, writers, mathematicians, scientists, and keen observers of the world, as well as ethical agents for change.","1615 Madison Avenue, Manhattan, NY 10029",cpe2.org,8:20am-2:40pm,No,Yes–After-School,No,No,,,,10029.0,40.795146,-73.948368,11.5
05M046,K-8,1968,Manhattan,Central Harlem,M,5,P.S. 046 Arthur Tappan,2018,630,50.3,49.7,1.0,48.4,48.6,1.1,1.0,31.6,9.4,93.0,178.0,88.36,11.64,0.0,181.4,195.55,"The staff of the Arthur Tappan School works to ensure that students strive for their personal levels of excellence. We believe that students will give their personal best when they are encouraged to meet high expectations. We also work hard to ensure that families are an important part of our learning community, as they are the ones responsible for supporting us as their child strives for excellence. Establishing strong and consistent routines around a safe environment is the backbone of our school community. Children and adults need a strong sense that they are safe and respected in order for them to perform at their best. We encourage and enforce those procedures so that everyone can strive for excellence.","2987 Frederick Douglass Boulevard, Manhattan NY 10039",schools.nyc.gov/schoolportals/05/m046,8am-2:20pm,Yes,Yes,Yes,No,,Community Service ; Competitive Dance ; Computers ; Field Trips ; Happi Program ; Lang Lang Foundation Piano Lab ; Leadership ; Science Fair ; Small-Group Tutoring ; Sports and Arts Foundation After-School (which includes academic intervention and enrichment) ; Student Council ; Young Einstein Scholars ,"Basketball, Cheerleading, Dance, Volleyball",,,,12.9
05M123,K-8,1959,Manhattan,Central Harlem,M,5,P.S. 123 Mahalia Jackson,2018,471,45.0,55.00000000000001,2.1,50.7,41.2,2.3,3.6000000000000005,24.4,16.3,94.9,178.0,90.11,9.47,0.0,182.45000000000002,196.2,"At our school, students are actively engaged in learning tasks that develop critical thinking and problem-solving skills needed to succeed in college and beyond. We offer project-based learning by incorporating technology and involving students in multimedia presentations. Our staff collaborates to meet the diverse needs of students academically, socially, and emotionally. We partner with outside organizations to provide extracurricular and academic support services. Our curriculum is aligned to the New York State Common Core Standards, makes relevant connections to real-world experiences, and prepares students for college.","301 West 140th Street, Manhattan NY 10030",ps123.org,8am-3:20pm,Yes,Yes,No,Yes,"Art Enrichment, Chess, ELL, Extended Day Small Group Instruction, Hunter College Enrichment, Ogilvy One Career Readiness Program, Urban Advantage Science Program",Accelerated Reader Program ; Achievement Mentoring Program ; Art and Design ; Career Explorations ; Chess ; Chorus ; College Campus Tours ; Creative Arts Team ; Graham Windham Beacon Program ; Technology ; Theater and Improvisation Program ; YMCA After-School Program,"Basketball, Fitness Club",10030.0,40.819767,-73.94443299999999,9.9
05M129,K-8,1958,Manhattan,Manhattanville,M,5,P.S. 129 John H. Finley,2018,406,47.5,52.5,2.0,48.5,44.3,3.0,2.2,26.6,7.1,91.1,178.0,88.43,11.33,0.0,186.10000000000002,208.25,"Students appreciate the special events, high academic expectations, and patient teachers at our school who help them achieve their goals. Our school motto is: ""Excellence without excuses."" Parents appreciate our small class sizes, open-door policy, and special family events.","425 West 130th Street, Manhattan NY 10027",schools.nyc.gov/schoolportals/05/m129,8am-2:20pm,Yes,Yes,Yes–Academic support and enrichment.,Yes–Saturday program,"Gifted and Talented Classes, Regents Classes",Accelerated Reading Program ; Advanced Math and Science ; Chorus ; City College In Arms Reach Program ; Columbia University Heights to Heights Program ; Cooking ; Debate Team ; Finley Helping Hands ; Girls Club ; Peer Mediation ; Performing Arts ; Radio Club ; Sewing ; STEM ; Technology ; Video and Photography ; Vocal Music ; YES Program,"Basketball, Martial Arts, Track and Field",10027.0,40.814637,-73.951912,11.6
05M148,Secondary School,2013,Manhattan,Central Harlem North,M,5,Eagle Academy for Young Men of Harlem,2018,374,0.0,100.0,0.5,69.5,24.1,4.5,1.3,30.5,4.3,74.6,179.0,82.97,13.51,3.24,172.5,190.2,"Excellence, both in character and scholarship, opens doors and provides a bridge to equality. Our scholars complete a challenging curriculum and work hard to develop their critical thinking, problem-solving, and questioning skills. Our young men give back to their communities through service opportunities. We prepare our young men for life after middle and high school. We believe that young men are best developed when being supported through uniting the work of dedicated educators, supportive families, and actively engaged mentors. We are focused and committed to the school's guiding principles of Academic Excellence, Mentoring, Leadership, Integrity, Character Development, and Community Service.","6 Edgecombe Avenue, Manhattan NY 10030",eagleharlem.org,7:45am-2:20pm,Yes,Yes,Yes–For incoming sixth graders.,Yes–Saturday program,"Advisory, Art, Introduction to Typing, Math Lab, Virtual Enterprise (Business & Entrepreneurship Class)",Art ; Bridge Gold Foundation ; Chess ; Coding ; Debate ; Drumline ; Eagle Travel Abroad Program ; Eagle X Fitness Training ; Fordham STEP ; Harlem Educational Activities Fund ; Mentoring ; School Newspaper ; STEM Pilot Club ; Step ; Student Government ; Tech Squad and Robotics,"Basketball, Golf",10030.0,40.817372,-73.947712,10.7
05M161,K-8,1962,Manhattan,Manhattanville,M,5,P.S. 161 Pedro Albizu Campos,2018,806,48.9,51.1,1.7000000000000002,20.3,74.4,0.9000000000000001,2.6,26.400000000000002,24.2,94.3,178.0,89.94,9.94,0.0,194.55,200.2,"We are an academic environment that empowers students to develop their strengths. Our school includes families as integral members of our community. Our motto is: ""The Future of Harlem, One Student at a Time."" We build our school's success on five pillars of promise. First and foremost is an amazingly dedicated staff of educators and support personnel. Second is the implementation of professional development to keep improving our teaching methodologies. Third is a careful selection of resources matching the needs of our students. Fourth is a dedication to collaborations, partnerships, and grants to enrich our community of learners. Fifth is an understanding of the importance of including technological training, resources, and utilization to create citizens ready for the job market of today and tomorrow. P.S./M.S. 161 has won both the Intel Schools of Distinction Award and the National School Change Award (AASA/Fordham University Graduate School of Education/Pearson Education). In Fall 2016 we began a three-year grant with Apple ConnectED through which all students receive an Apple iPad for their learning. We are an NYCDOE showcase school for Dual Language learning.","499 West 133rd Street, Manhattan NY 10027",psms161.org,8am-2:20pm,Yes,Yes,Yes,Yes,"Art, Awareness and Discussion of Teen Issues, Debate, Drama, Film Discussion, Gaming, Philosophy, Photography, Sports, Technology ",Arts ; Blueprint School For the Arts ; Chess ; Choir ; Debate ; National Dance Institute ; Technology ; YES and HEAF Program for Advanced Learners,"Basketball, Soccer, Track and Field, Volleyball, Wrestling",10027.0,40.81755,-73.953041,11.1
05M286,Junior High-Intermediate-Middle,1999,Manhattan,Manhattanville,M,5,Urban Assembly Academy for Future Leaders,2018,125,44.0,56.00000000000001,2.4,54.400000000000006,37.6,2.4,3.2,43.2,8.8,86.4,178.0,85.94,13.28,0.0,170.79999999999998,195.05,"Our mission at Urban Assembly Academy for Future Leaders (AFL) is to welcome learners who have broad intellectual interests. We encourage our scholars to develop their wide spectrum of knowledge. Rather than limiting students' adolescent curiosity by having them specialize in one academic area, AFL supports our scholars' intense desire to know and understand. At AFL, we foster an environment that promotes adolescent development and demands academic excellence. Though we are a very small school, we offer our students an abundance of professional opportunities and experiences. Our students travel and get real-life experience to support what they are learning in class. Students at AFL can take advantage of our top-ranked athletic program; science, technology and arts-based elective courses; and advisory program. We challenge, support, and expose our students to the ways in which highly successful people think, so that throughout their three years at AFL they may hone their skills and leave our doors ready to lead the world.","509 West 129th Street, Manhattan NY 10027",uafutureleaders.com,8:20am-2:40pm,Yes–Official uniform must be purchased.,Yes,Yes–For incoming sixth graders and for academic support and enrichment.,Yes–Saturday program for test prep,"College 101, Computer Coding, Global Scholarship, LEGO Robotics, Media and Technology Studies, STEAM Education Electives, Wood Shop, Visual Arts",Advisory ; Cartooning and Fashion Design ; Chess ; Dance ; Drama ; Engineering and Business ; Fine Arts: Sketching ; Music Theory ; Performing Arts ; Photography ; Production ; Robotics ; Sculpting ; Step ; Video Game Animation,,10027.0,40.815256,-73.955325,7.3
